created_at,id,text,like_count
2026-05-15T06:25:58.000Z,2055172819252621547,"RT @Gdams70: 💉🇺🇸SCANDALE MONSTRUEUX ! 
Dr Fauci et l’USAID ont VOLÉ des MILLIONS de dollars des contribuables pour financer LE LABO DE WUHA…",0
2026-05-15T06:25:57.000Z,2055172818283765868,"RT @JesseBWatters: 🚨 BREAKING: A CIA WHISTLEBLOWER JUST TESTIFIED THAT THE LAB LEAK WAS “COVERED UP” — FAUCI’S ROLE WAS “INTENTIONAL” 💣

FA…",0
2026-05-15T06:25:57.000Z,2055172817952600095,RT @strtfghtr88: Chills when Stephanie returns and does this to The Judgement Day https://t.co/UNlKVW6eq7,0
2026-05-15T06:25:57.000Z,2055172817935888475,"RT @TitaniasRealm: ""Books only have two smells. The smell of a new book, which is good, and the smell of an old book, which is even better.…",0
2026-05-15T06:25:57.000Z,2055172815322542203,RT @raelbe_: alpha!Dunk having a taste test 🤤 https://t.co/n0yMsYyeLq,0
2026-05-15T06:25:56.000Z,2055172811564417416,"RT @FredGaulois: Plus jamais!
Enorme coup de gueule de cette française sur la période COVID :
Moi, en fait, c'est très simple, plus jamais,…",0
2026-05-15T06:25:56.000Z,2055172811174395976,"RT @liz_churchill10: Incredible. 

The WHO May 14, 2026: “The Covid Pandemic was linked to an estimated 22.1M excess deaths”

Epstein Files…",0
2026-05-15T06:25:55.000Z,2055172809135993316,RT @camliekr: this is what i mean looking at this GENUINELY gives me a headache https://t.co/EZh4utkdr4,0
2026-05-15T06:25:54.000Z,2055172806468317455,"RT @Gdams70: 💉🇺🇸SCANDALE MONSTRUEUX ! 
Dr Fauci et l’USAID ont VOLÉ des MILLIONS de dollars des contribuables pour financer LE LABO DE WUHA…",0
2026-05-15T06:25:54.000Z,2055172806196047937,"RT @ShefVaidya: Btw, this @vinodkapri person made an out and out propaganda film during Covid on the ‘migration of workers’, blaming @naren…",0
2026-05-15T06:25:54.000Z,2055172804622885197,"RT @warDaniel47: 🚨SHOCKING EXPOSURE — THE ENTIRE ‘COVID PANDEMIC’ WAS A PREMEDITATED DEEP STATE PLOT ORCHESTRATED BY BILL GATES, JEFFREY EP…",0
2026-05-15T06:25:54.000Z,2055172802873905590,"RT @GzzUp_: It’s only a age gap conversation when it’s Black men

It’s “jungle fever” when it’s your John https://t.co/sV9oJAeM7d",0
2026-05-15T06:25:53.000Z,2055172802005684606,"RT @liz_churchill10: Incredible. 

The WHO May 14, 2026: “The Covid Pandemic was linked to an estimated 22.1M excess deaths”

Epstein Files…",0
2026-05-15T06:25:53.000Z,2055172801422922059,"RT @FE_758: 【お知らせ】

このたび、#保岡龍斗 選手と2026-27シーズンの契約が決定しましたのでお知らせいたします。

#FE名古屋 #Bリーグ #FEVER 
⬇️コメントはこちら
https://t.co/GjSQLCfxIo https://t.co/k…",0
2026-05-15T06:25:53.000Z,2055172801238032430,"RT @FranceRsistanc1: 🚨BOOM🚨L'ancien vice-président de Pfizer, le Dr Mike Yeadon, lâche une bombe en affirmant que les « vaccins » à ARNm co…",0
2026-05-15T06:25:52.000Z,2055172796993384554,"RT @GnosisWolf: This gal crushes BLACK FATIGUE.

Nobody cares about skin color, but poor behavior and loud/aggressive ghetto culture, plus…",0
2026-05-15T06:25:52.000Z,2055172794825224641,"But mainly the reason why I started wearing tudung was when I'm back from San Francisco last year, the city full of zombies especially at night, smell of urine n alcohol. The Islamic center there still smells nice n also the people who came out from there are so wangi...",0
