"created_at","collected_at_utc","id","text","view_count","retweet_count","reply_count","favorite_count"
"Tue Feb 24 14:02:33 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026296695496339588","one of those days na pagod na pagod na ako 🥲","361","0","0","1"
"Tue Feb 24 14:02:32 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026296689888567582","si bunso naman ang may lagnat 😢💔","3","0","0","0"
"Tue Feb 24 14:00:21 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026296141793595432","may lagnat na nga yung tao, uminit pa lalo. kasalanan mo to, kim.🤒 https://t.co/soe6MXyAZN","230","0","2","3"
"Tue Feb 24 13:56:42 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026295221420699831","maiinis talaga ako kapag yung idol ko big four tapos hanggang paid partnerships lang, tapos yung evicted na housemate pa yung ginawang brand ambassador 

 BBE #SHUVEE SA ISIPAN NILA 
PLS PAGOD NA PAGOD NA SI SHUVEE","272","0","0","10"
"Tue Feb 24 13:55:22 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026294887927415103","PAGOD NA PAGOD NA AKO!

PUTANGINAAAAAA! HAHAHAHAHAHAHAHAHAHHAHA

AYOKO NANG MAG WORK! GUSTO KO NA LANG MAGING DISNEY PRINCESS!!!!!!!!! Lol","8","0","0","0"
"Tue Feb 24 13:49:42 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026293462623265089","Malala pani sa lagnat ya hahaha","5","0","0","0"
"Tue Feb 24 13:44:03 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026292040397619624","the stress and pagod finally caught up with me and now i am fawkeng sick 😭 yung ubo ko humabol pa talaga post chinese new year grabe sa paputok and yung sipon ko wow so much https://t.co/NrcmSPgk5f","44","0","0","0"
"Tue Feb 24 13:43:25 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026291878413639685","Off to the gym kahit pagod na pagod na pagod sa trabaho, wala eh ganun talaga, you have to show up if you want results","387","0","0","1"
"Tue Feb 24 13:43:11 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026291821874467176","@PhilippineStar Walang ebidensiya? Yung gustong maging pangulo ng Pilipinas, bulag sa hustisya. Please po, tama na. Pagod na pagod na ang Pilipinas","1633","0","0","15"
"Tue Feb 24 13:37:18 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026290340739928458","Nanghina ako sa mockboards te. Namamana ko na yung lagnat ni dawd😭","60","0","0","1"
"Tue Feb 24 13:34:23 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026289608359919805","grabe pagod na pagod aq this feb need q na ng full body massage 😩","174","0","0","0"
"Tue Feb 24 13:33:15 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026289320852967443","I really need to rest. Constant headaches, ubo't sipon at twitching of left eye. Na parang kukunin na q ni lord?","14","0","0","0"
"Tue Feb 24 13:31:20 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026288840823185542","bukas na promise,,,, pagod na pagod na talaga ako tonight amd di ko na kaya kumilos 🥀🥀🥀🥀","20","0","0","0"
"Tue Feb 24 13:31:03 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026288766697320953","@LeQueen_Nicole pagkatapos niyag alagaan si jc kahit siya yung may lagnat????? was it casual?!?!?","98","0","1","1"
"Tue Feb 24 13:28:25 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026288106790691293","Ate @Klarissedguzman pwede ba magsumbong sayo kapag pagod na pagod na ako? 🥺","311","0","1","7"
"Tue Feb 24 13:25:52 +0000 2026","2026-02-26T23:30:43.446870+00:00","tweet-2026287462637863332","Pagod na pagod katawang lupa 12hrs duty plus no restday:&gt;","19","0","1","0"
"Tue Feb 24 13:17:11 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026285277531218170","Ang lala na nitong ubo't sipon q jusq tapos kumikirot pa ulo q???

Wag na wag na","14","0","0","0"
"Tue Feb 24 13:14:33 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026284615485559185","Tanging gusto ko lamang ngayon ay makatanggap ng isang mahigpit at matagal na yakap mula sa kanya. Gusto kong umiyak sa mga braso niya at sabihing pagod na pagod na ako at ang bigat-bigat na ng lahat:)","15","0","0","0"
"Tue Feb 24 13:06:14 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026282522892714178","Pagod na pagod former baby ko ah","8","0","0","0"
"Tue Feb 24 12:59:50 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026280911285674087","PUTANGINA PAGOD NA PAGOD NA PAGOD NA AKO!!!!","5","0","0","0"
"Tue Feb 24 12:59:44 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026280885268758858","Nabati ata ni alpha sipon ko. Jusko di na natigil 😭","29","0","0","0"
"Tue Feb 24 12:59:41 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026280873021354398","@Jimidesuu my throat bro i have sipon need to get rid hahaha","9","0","0","0"
"Tue Feb 24 12:54:37 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026279600758939792","kala ko lagnat ko lang nagaalburoto, pati rin pala dugo ko 🫠","155","0","0","0"
"Tue Feb 24 12:51:40 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026278855456292990","@wilbertsingsss @beabinene maysakit si Berto.taas ng lagnat.","13","0","0","0"
"Tue Feb 24 12:47:31 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026277810491601239","final na ba may class bukas bro pagod na pagod na pagod na ako @bongbongmarcos","405","0","1","0"
"Tue Feb 24 12:46:06 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026277455070433316","Masakit ang dibdib ko.

#sadmood 
#malungkot",,"0","0","0"
"Tue Feb 24 12:43:12 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026276726767272159","""Jo, ano? Ayaw mo na? Pagod ka na?""

""Oo! Pagod na pagod na pagod na pagod na pagod na pagod na pagod na pagod na pagod--""

CARTON OUR SOULTIMATE
TUESlay WITH CARMELLE https://t.co/wvuBhvGy0q","1170","14","0","74"
"Tue Feb 24 12:42:52 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026276641182556459","pagod na pagod ako today wtf","5","0","0","0"
"Tue Feb 24 12:40:39 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026276084015346003","@eightspicy_ pagod na pagod nako 

LELLA TOTOONG TUEnay","22","0","0","0"
"Tue Feb 24 12:38:13 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026275472225734885","Sobrang liability ni Savi kapag heavy server ang kalaban. Para ba syang pagod na pagod te.","2062","1","0","24"
"Tue Feb 24 12:34:46 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026274605607034920","lagnat at walang gana😣","23","0","0","0"
"Tue Feb 24 12:27:31 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026272777259626951","pagod na pagod na ang ea na itu","9","0","0","0"
"Tue Feb 24 12:25:21 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026272232394420353","pagod na pagod na pagod na pagod na pagod na pagod na pagod na pagod ako today 🧍🏻‍♀️","12","0","0","0"
"Tue Feb 24 12:24:15 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026271956493037595","Ang taas na ng lagnat mo. Get well soon lods! @itswilbertross https://t.co/T2LyfV3uln","55","0","0","2"
"Tue Feb 24 12:23:25 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026271747948072981","@Zane99250 @JopanTv76460 @itsmeasherawr pavictim mga kupal! Kayo tong ngumawa kasama sipon nung nagtabi ang atabs namen kay andres 🥴","255","0","0","1"
"Tue Feb 24 12:20:17 +0000 2026","2026-02-26T23:30:45.318405+00:00","tweet-2026270960601739360","kasi, pagod na pagod ako dahil sa lintek na work immersion yan tapos todo asikaso sha sakin","7","0","0","0"
